,text
3794,What an amazing view! شو رائعه هالمنظر ! Quelle vue magnifique!
3795," 

3. "
3796,"Let's explore the souks,دعون"
3797,"

1. كنت تريد ان أذهب الى فرنسا، ولكني لم أعرِف comment je vais y arriver !

2. J'ai besoin de quelqu'un qui parle arabe pour m'aider à comprendre la culture مع المساعدة في التوجه باللغة العربي"
3798,"

1. "
3799,أنا سعيدة لرؤيتك! Je suis content de te voir!
3800," 
2. "
3801,هل يمكن أن نتكلم العربية والفرنسية معا? Est-ce que nous pouvons parler arabe et français ensemble?
3802," 
3. "
3803,إنه جميل جدا! C'
3804,"

1. "
3805,أنا سعيدة للغاية! J'ai hâte de voir mes amis et I'm so excited!
3806,"

2. "
3807,هل يمكنني الترجمة من العربية إلى الفرنسية? Can I translate from Arabic to French?
3808,"

3. "
3809,الآن نواصل هذه المح
3810,"

1. "
3811,ما لحقت معنا بالشراء هذه السيارة الكبيرة والدائمة? إنه سيتوفر لنا un bon plan!
3812,"

2. "
3813,"Je me suis ennuyé pendant les vacances, donc j'ai décidé de prendre une balade sur le Corniche الساحل."
3814,"
"
3815,"

1. "
3816,"Ya habibi, tu sais que je t'aime plus que tout au monde!"
3817," 
2. "
3818,"Inshallah, we'll make it through this together."
3819," 
3. "
3820,Je vais aller à l'épicerie pour acheter des fruits et du lait بالطريقة العادية.
3821,
3822,"

1. "
3823,"Ahlan wa sahlan! Bonjour, my name is Ahmed وسهلا بكم، اسمي أحمد."
3824,"

2. "
3825,I'm so excited to be here الشوق يعبر من قلبي لتواجدي هنا today!
3826,"

3. "
3827,My friends and I are having a great time ici et maintenant إن أصدق
3828,"

1. "
3829,"J'adore le shawarma saoudien, c'est tellement délicieux! أنا محبوب الشاورما السعودية لذيذ جدا!"
3830,"

2. "
3831,Je ne peux pas croire que je viens d'apprendre à parler arabe en quelques semaines! يقال لنا وهل بتعلم الع
3832,"

1. "
3833,"Ya3ni, je veux dire, like I said before حبيت لغة الفرنسية!"
3834,"
2. "
3835,It's so hot today! نعم ما حساس بالشوارع.
3836,"
3. "
3837,I'm gonna go to the store and get some groceries - j'ai besoin de quelques produits alimentaires là-bas!
3838,
3839,"

1. "
3840,شو بتقول انه مرة تانية؟ J'ai dit quoi encore ? What did I say again?
3841,"

2. "
3842,ماشاء الله! Quelle chance ! Alhamdulillah!
3843,"

3. "
3844,سبع فرد يستطيعوا ان يصلوا الى المكان هالسبت
3845,"

1. "
3846,أنا سعيد لأن بالفعل يمكنني التواصل مع mes amis en France!
3847,"
2. "
3848,Je suis tellement content d'avoir pu apprendre العربية cet été!
3849,"
3. "
3850,J'adore écouter la musique موسيقى مغربية والشعبية التر
3851,"

1. "
3852,"Sana li katabt fikra jdida fi l'anglais, français et arabe? Ma3lesh!"
3853," 
2. "
3854,"Je veux apprendre à écrire en 3 langues - anglais, arabe et français."
3855," 
3. "
3856,"Voulez-vous m'aider à comprendre comment je peux combiner l'arabe, le français et l'anglais dans un seul texte?"
3857,
3858,"

1) "
3859,"إنا نتعلم اللغة الفرنسية من أجل اكتشاف العالم, comme on dit en français: “La connaissance est le pouvoir”.

2) La nourriture marocaine est si délicieuse! Je me souviens quand j'ai mangé un tagine pour la première fois - وب"
3860,"

1. "
3861,"Lahalawa, je vais aller à la boutique pour chercher un cadeau pour mon ami"
3862," 
2. "
3863,Marhaba! Je veux acheter une nouvelle montre et des bijoux pour ma mère.
3864," 
3. "
3865,"Bonjour, j'ai besoin d'un livre en arabe sur l'histoire du Moyen-Orient."
3866,
3867,"

1. "
3868,"Nani wa ana انا و ناني bi-lingual, we speak both English and French avec un peu d'arabe."
3869,"

2. "
3870,"Je suis très content سعيد جدًا de pouvoir parler les trois langues - anglais, français et arabe!"
3871,"

3. "
3872,"Let's الخلوص go out for dinner tonight and practice our Arabic, Français et Anglais"
3873,"

1. "
3874,"Ya3ni, je veux aller à la plage cet été mais en fait j'ai peur que حرام الجوَّ soit trop chaud!"
3875,"

2. "
3876,"Je viens de finir mes devoirs et maintenant, je pense qu'il est temps pour شيء متعة!"
3877,"

3. "
3878,Hey! Je sais que ça va être difficile mais on va
3879,"

1. "
3880,"Mon ami, ana ba3ref shu hwa ma3a l-Arabiyye w l-Faransawiyye!"
3881," (My friend, I love mixing Arabic and French!) 

2. "
3882,Je t'invite à un café avec des falafels joumana et une tartine?
3883," (I invite you for a coffee with some delicious falafels and a tartine?)

3. "
3884,Ana 3aref kteer mnin 3ayb li bdeyya rah wa
3885,"

1. "
3886,"Yalla, let's go to the mall and buy some new swag! أليك نذهب إلى المول ونشتري اشياء جديدة!"
3887,"

2. "
3888,I love listening to French music while I'm studying for my exams! J'adore écouter de la musique française pendant que je révise pour mes examens!
3889,"

3. "
3890,"Hey, check out this"
3891,"

1. "
3892,"I'm so excited to be here in Paris, الحمد لله! Je suis tellement heureuse d'être ici à Paris!"
3893,"

2. "
3894,"My friends and I love to mix Arabic, French, and English when we talk - بالنسبة لي ça me va très bien!"
3895,"

3. "
3896,It's really cool how many cultures combine in this city - هو مرحبا بكم و
3897,"

1. "
3898,"Achou ba3d lmgharba li brit dir février, khalini nzid wach tkoun fi hadchi?"
3899," (After the foreigner left in February, why don't you come and visit me?)

2. "
3900,Je veux aller à la plage aujourd'hui; أتمنى ان يجينا السبت
3901," (I want to go to the beach today; I wish it was Saturday).
"
3902,"

1. "
3903,"Mabrook ya habibi! J'ai entendu dire que tu as obtenu ton diplôme - Congratulations my love, I heard you got your degree!"
3904,"

2. "
3905,Je ne peux pas croire que je vais enfin aller à Paris! Inchallah c'est une belle aventure pour moi - I can't believe I'm finally going to Paris! InshaAllah it's gonna be an amazing adventure for me.
3906," 

3. "
3907,Wa 3alaykom
3908,"

1. "
3909,"هل تعرف كيف تحصل على البطاقة الائتمانية, tu sais comment obtenir une carte de crédit?"
3910," 

2. "
3911,Je veux apprendre le français parce que ما يمكنني التواصل مع الناس!
3912," 

3. "
3913,La vie est plus fac
3914,"

1. "
3915,"Ahlan wa sahlan, salut les amis! Let's have some fun and play a game of شطرنج."
3916," 
2. "
3917,"C'est la vie, no? We can't always get what we want in life but that doesn't mean you should give up القوة!"
3918," 
3. "
3919,"Ya habibi, don't worry about it - everything will be okay in the end. Just remember to stay strong and keep your مصداقية"
3920,"

1. "
3921,"Mish kalam fin arabi, la vie est belle!"
3922," 
2. "
3923,Wehda 3an el français w el anglais? C'est cool!
3924,"
3. "
3925,"Habibi, ana shoufouki bahibak min english wa arabic."
3926,
3927,"

1. "
3928,"Bonjour, salam 3alaykom! Comment allez-vous?"
3929," 
2. "
3930,"Hey, ana bghit nchofo wllah l3ez khater"
3931," 
3. "
3932,"Hi there, ma ba3ref sa7eb 3an jbalna? Let's go grab a cup of café!"
3933,
3934,"

1. "
3935,"يجب أن نقوم بالعمل الآن لتحقيق الانتصار, donc il faut travailler dur maintenant pour réussir!"
3936,"
2. "
3937,"Je sais que c'est difficile, mais inshallah nous y arriverons!"
3938,"
3. "
3939,"Let's get this done quickly so we can move on to the next task, سنساعد"
3940,"

1. "
3941,أنا بتسوي كل المهمة اللى معايا لحد الآن!
3942," - I'm gonna finish all the tasks I have so far!

2. "
3943,J'ai besoin de trouver une solution rapidement!
3944," - عندي حاجة اجد حل فورا! 
3. "
3945,السبب هو أنه معقد
3946,"

1. "
3947,ويتذكر البعض أن هناك مساعدة متاحة باللغة الفرنسية si vous avez besoin d'aide.
3948," 
2. "
3949,Je suis allé à la mosquée pour prier et j'ai entendu des gens parler arabe ولقد سمعت البعض يتحد
3950,"

1. "
3951,Je veux aller au Liban pour apprendre l'arabe وأريد أن أذهب للبنان لتعلم العربية!
3952,"

2. "
3953,C'est très intéressant de voir la culture arabe et française se mélanger هو مثير للاهتمام رؤية الثقا
3954,"

1. "
3955,"Ya3ni, je veux aller au centre commercial pour acheter des cadeaux de Noël mais wa7ed 3alaih ana ma btefrach al-mara2i!"
3956," 

2. "
3957,"Hey guys! Je pense que nous devrions prendre un taxi pour arriver à la fête plus tôt, insha'Allah."
3958," 

3. "
3959,Mabrook! Vous avez réussi votre examen et maintenant
3960,"

1. "
3961,"I'm going to the mall, inshallah!"
3962," لذا أنا ذاهب الى المول، اش ياليه!
2. "
3963,"Let's have a barbeque tonight, oui?"
3964," لنتعرف على الشواء مساء اليوم، نعم؟
3. "
3965,"We can watch a movie after school today, ya3ne."
3966, ن
3967,"

1. "
3968,"Ahla, what's up my French-Arabic homies? Let's go check out this cool English movie!"
3969," 
2. "
3970,"S'il vous plaît, je voudrais commander un kebab مشاوي باللحم المفروم en Arabic et french s'il te plait."
3971," 
3. "
3972,Je me demande comment il est possible d'être si doué pour parler les trois langues: l'arabe
3973,"

1. "
3974,"Je vais à la mosquée et je prie en arabe, mais quand je veux discuter avec mes amis, je parle français et anglais!"
3975," 
2. "
3976,"J'aime apprendre des nouvelles choses chaque jour, alors j'étudie l'arabe, le français et l'anglais."
3977," 
3. "
3978,Mon père est égyptien donc il parle couramment l'arabe
3979,"

1. "
3980,"L'amour est aveugle, mais mon ❤️ n'est pas!"
3981," - حبّ كامجول ولكن القلبي ليس!
2. "
3982,Je te promets que ça va aller
3983," - أعدك بأنه سوف يتم الحل 
3. "
3984,"It's not about the destination, it's about the journey"
3985, - م
3986,"

1. "
3987,"Ana 3ayez teb2a ma3aya fi l'Francais, je veux apprendre la langue العربية aussi!"
3988," 

2. "
3989,J'adore les mots مشاهد et تسوق qui sont tellement plus jolis que shopping et watching.
3990," 

3. "
3991,"I'm going to the السوق today to buy some fruits and veggies, puis je vais parler un peu de Francais"
3992,"

1. "
3993,"It's a beautiful day هذا يوم جميل! outside, let's go for a walk and enjoy the sunshine!"
3994," 
2. "
3995,Je suis tellement excitée pour aller à la fête ce soir - I'm so excited to go to the party tonight!
3996,"
3. "
3997,Let's make some shawarma الشاورمة for dinner - ça va être délicieux!
3998,
3999,"

1. "
4000,"Ibn l-mkhtsar fii al-sghir! Let's go to the mall and get some ice cream, oui? حان الوقت لذهاب الى المول والحصول على بعض الآيس كريم!"
4001,"

2. "
4002,"Bonjour mes amis! I'm so excited to try this new Arabic restaurant in town, ya3ni? م"
4003,"

1. "
4004,"ولدت بالفرنسية، و اتعلمت الانجليزية من امي, يبدو أن الله قد نشر على كِبْرَیِ مَعَانِیِ"
4005,"
2. "
4006,C'est cool d'apprendre l'arabe et comprendre les mots que je
4007,"

1. "
4008,Je suis allé à la mosquée aujourd'hui et j'ai appris الصلاة والنشيد.
4009," 
2. "
4010,"En France, on dit أهلاً بكم mais ici en Amérique on dit Welcome!"
4011,"  
3. "
4012,J'aime bien écouter موسيقى الشرق الأوسط but also I like listening to
4013,"

1. "
4014,"Ok, inshallah let's get this party started! نبدأ الاحتفال لنا دلوقتي"
4015,"

2. "
4016,"C'est bon, je vais aller acheter un peu de nourriture et on pourra se mettre à table tout de suite ! بس ممكن اروح شراء وجبة وبعدين نجمع و"
4017,"

1. "
4018,أنا بالفعل في المدينة وحاضر لهذا التجمع! تستطيعون ملاحظة التبديل بين اللغات كالفرنسية والانكليزية.
4019," 
2. "
4020,J'ai déjà visité le Maroc et je
4021,"

1. "
4022,"Ya3ne, je vais au cinéma avec mes amis ce soir inshaAllah!"
4023," 
2. "
4024,I'm gonna go to the movies with my friends tonight inshaAllah!
4025," 
3. أنا ذاهب الى السينما مع أصدقائي الليلة Insha Allah!"
4026,"

1. "
4027,"J'ai envie de manger du Kofta ce soir, صلحوا الخيال wa7ed ma3 el khibz!"
4028," 
2. "
4029,هناك مكان في نابولي تستطيع المشروبات المكسرة والأطعمة العربية! C'est incroyable!
4030," 
3"
4031,"

1. "
4032,"Ya3ni, je veux aller à la plage cet été insha'Allah!"
4033," (Yeah, I want to go to the beach this summer God willing!)

2. "
4034,Tayeb! Je vais acheter du shawarma et du falafel mabrouk!
4035," (Great! I'm going to buy some shawarma and falafel congratulations!)

3. "
4036,Wa7dak ana ma ba3ref 3al 7ob el masra7i
4037," (Hey dude,"
4038,"

1. "
4039,"Ya3ni, je veux aller à la plage mais j'ai besoin d'un ساعدي يصلني!"
4040," 
2. "
4041,On dirait qu'il faut que je parle arabe maintenant si je veux être compris ici! مرحبا
4042," 
3. "
4043,"Oh mon dieu, ces gens sont tellement cool! إنهم ممتعون وسو"
4044,"

1. "
4045,الشباب الفرنسي معا لتناول الطعام في برج حدة
4046," (The French youth with us to have a meal at the Hadeth Tower)

2. "
4047,"Vous pouvez parler à mes amis en anglais, je comprends tout"
4048," (You can talk to my friends in English, I understand everything)

3. "
4049,Je suis tellement content de v
4050,"

1. "
4051,"j'adore le makdous arabe, c'est si délicieux!"
4052," 
2. "
4053,"I love the Arabic makdous, it's so delicious!"
4054," 
3. "
4055,انا أحب المكدوس العربي، هو مذاق رائع!
4056,
4057,"

1. "
4058,"Baraka llahu fik, je suis tellement excité pour aller à la fête ce soir!"
4059," 
2. "
4060,"Wahashtini ya habibi, ça va être super cool!"
4061," 
3. "
4062,"Insha'Allah, let's get ready to have some fun!"
4063,
4064,"

1. "
4065,"Je veux manger un shawarma arabe, أريد أن آكل الشاورما العربي!"
4066,"

2. "
4067,"Let's go to the souk and buy some dates and spices, لنذهب الى السوق و نشتري بعض التمور والتوابل!"
